Id,SalePrice
1974,310337.88
1975,474872.0
1976,275357.53
1977,369906.66
1978,381557.1
1979,340573.44
1980,196083.17
1981,359143.16
1982,227566.52
1983,205552.45
1984,169943.5
1985,218259.92
1986,208474.88
1987,178646.05
1988,179940.25
1989,190125.17
1990,220798.39
1991,238966.94
1992,222256.33
1993,165900.39
1994,231427.44
1995,191596.8
1996,248880.52
1997,312300.34
1998,343013.9
1999,267662.06
2000,323423.16
2001,271657.88
2002,231949.78
2003,246822.45
2004,290726.3
2005,212423.95
2006,220580.34
2007,236728.6
2008,224828.84
2009,188164.6
2010,194923.66
2011,140761.97
2012,176020.17
2013,186102.45
2014,185698.77
2015,206167.53
2016,198282.77
2017,192794.44
2018,115506.1
2019,135154.38
2020,107578.07
2021,105049.93
2022,173266.27
2023,138142.22
2024,259732.66
2025,361738.06
2026,167539.31
2027,155981.42
2028,149676.3
2029,169393.19
2030,266818.72
2031,230312.25
2032,246567.66
2033,260744.5
2034,165979.36
2035,217734.16
2036,198005.55
2037,202929.38
2038,289353.53
2039,220752.08
2040,297394.03
2041,260945.5
2042,205716.39
2043,175526.84
2044,166702.73
2045,219797.3
2046,140255.58
2047,141739.67
2048,135919.6
2049,138150.12
2050,178629.69
2051,103330.17
2052,119508.33
2053,148108.25
2054,82299.336
2055,154019.4
2056,140978.94
2057,114128.08
2058,223708.33
2059,136055.77
2060,171072.83
2061,166455.86
2062,129023.11
2063,117265.45
2064,145348.6
2065,117541.45
2066,156665.4
2067,118982.7
2068,143357.14
2069,83612.2
2070,118894.45
2071,93858.61
2072,130946.5
2073,140669.5
2074,186665.56
2075,141609.3
2076,119936.61
2077,159946.39
2078,127959.59
2079,140347.1
2080,122042.805
2081,127905.91
2082,121142.72
2083,143704.4
2084,108107.12
2085,114759.47
2086,109330.67
2087,125875.83
2088,92659.98
2089,75172.805
2090,126025.734
2091,117269.93
2092,126603.36
2093,116277.67
2094,106901.945
2095,156966.45
2096,79661.02
2097,94182.93
2098,153710.1
2099,56725.367
2100,77873.78
2101,113027.69
2102,122668.13
2103,99211.016
2104,134768.52
2105,122393.41
2106,66690.695
2107,211152.72
2108,111285.95
2109,107941.56
2110,133723.05
2111,138767.7
2112,131878.17
2113,127280.336
2114,115361.67
2115,159422.22
2116,113277.07
2117,153897.84
2118,126452.164
2119,112052.516
2120,108529.62
2121,86551.58
2122,112333.81
2123,83348.125
2124,149415.02
2125,121978.11
2126,133228.38
2127,163854.4
2128,126169.08
2129,92860.79
2130,144739.27
2131,135854.4
2132,116101.16
2133,125880.51
2134,120782.45
2135,87157.74
2136,73446.33
2137,106839.875
2138,135184.28
2139,152932.2
2140,135886.94
2141,148740.83
2142,129325.3
2143,148101.33
2144,121374.586
2145,137444.69
2146,157021.55
2147,137360.42
2148,140567.72
2149,149385.52
2150,233792.17
2151,102434.56
2152,182344.22
2153,152634.67
2154,108250.83
2155,144009.66
2156,270502.0
2157,224515.38
2158,241138.36
2159,200337.11
2160,172000.06
2161,239817.38
2162,416135.4
2163,364939.78
2164,249876.77
2165,203489.64
2166,151671.9
2167,231718.08
2168,200956.33
2169,201402.6
2170,222903.75
2171,150818.44
2172,129703.75
2173,166512.7
2174,229037.69
2175,296184.6
2176,327274.28
2177,241412.64
2178,211579.05
2179,140637.84
2180,224622.23
2181,182146.95
2182,214648.77
2183,184186.34
2184,119922.88
2185,125146.99
2186,151145.58
2187,152486.7
2188,155123.38
2189,254933.75
2190,78796.25
2191,82294.55
2192,93615.72
2193,101721.375
2194,103174.0
2195,106833.35
2196,99712.23
2197,122443.49
2198,163750.98
2199,189184.66
2200,141676.3
2201,142457.5
2202,208244.17
2203,134728.67
2204,182237.48
2205,112569.42
2206,134724.44
2207,203635.83
2208,240620.34
2209,233234.55
2210,117215.03
2211,110393.586
2212,120108.07
2213,112589.5
2214,131732.11
2215,96986.28
2216,142207.33
2217,73204.72
2218,82836.21
2219,68650.48
2220,72185.266
2221,318571.72
2222,273082.88
2223,302567.75
2224,219304.2
2225,121650.97
2226,195250.0
2227,205024.62
2228,272975.84
2229,258275.81
2230,146810.39
2231,215744.67
2232,182791.34
2233,178209.23
2234,242069.22
2235,239764.1
2236,277751.53
2237,352680.7
2238,203903.03
2239,110085.02
2240,164378.1
2241,166508.89
2242,123546.086
2243,126629.56
2244,102339.945
2245,94151.05
2246,145297.73
2247,105872.74
2248,129760.54
2249,125191.99
2250,135328.77
2251,108027.555
2252,159364.3
2253,154736.27
2254,171173.19
2255,189742.25
2256,179858.58
2257,209542.67
2258,159381.62
2259,181263.36
2260,154495.03
2261,184351.55
2262,202694.38
2263,342423.62
2264,455832.28
2265,160683.16
2266,291843.6
2267,378434.34
2268,404712.4
2269,148947.8
2270,191553.86
2271,208618.67
2272,193495.3
2273,172603.61
2274,181681.66
2275,164693.34
2276,195241.25
2277,178782.39
2278,143267.34
2279,118467.87
2280,120558.05
2281,170354.2
2282,197864.55
2283,104036.08
2284,113099.5
2285,139081.17
2286,119434.836
2287,360114.78
2288,273299.9
2289,398882.72
2290,486894.7
2291,314755.75
2292,440417.84
2293,471977.03
2294,429166.5
2295,470103.34
2296,293952.53
2297,324991.97
2298,342783.03
2299,379115.62
2300,337040.25
2301,294430.62
2302,243783.38
2303,234194.53
2304,236520.53
2305,184818.39
2306,184949.92
2307,196143.6
2308,219794.16
2309,281505.47
2310,207045.12
2311,191285.33
2312,171360.05
2313,173199.53
2314,163657.0
2315,177438.47
2316,187851.9
2317,185658.75
2318,183110.98
2319,179951.58
2320,184566.33
2321,238944.16
2322,170179.48
2323,189553.97
2324,168810.05
2325,213907.98
2326,170578.39
2327,212398.84
2328,230667.69
2329,185688.84
2330,177432.7
2331,384261.9
2332,393715.6
2333,317010.0
2334,251392.66
2335,265892.8
2336,338278.1
2337,193169.33
2338,274282.44
2339,215220.03
2340,413158.56
2341,210214.39
2342,230446.5
2343,221103.3
2344,206281.4
2345,227209.78
2346,209775.4
2347,192406.69
2348,244337.33
2349,175522.66
2350,312827.97
2351,254566.4
2352,243741.75
2353,253814.19
2354,134764.9
2355,137582.25
2356,152935.84
2357,191409.05
2358,195739.77
2359,129613.6
2360,114251.13
2361,147427.31
2362,272407.1
2363,142538.36
2364,153967.58
2365,225254.22
2366,187981.83
2367,224079.42
2368,214363.19
2369,221418.77
2370,168023.03
2371,174063.73
2372,191335.14
2373,275372.78
2374,326501.16
2375,249843.17
2376,288219.94
2377,361106.25
2378,143338.14
2379,202969.06
2380,146968.83
2381,164659.42
2382,199362.23
2383,200741.03
2384,245038.78
2385,166087.98
2386,139881.55
2387,136454.17
2388,96418.09
2389,126472.55
2390,149162.16
2391,154792.94
2392,118523.35
2393,173921.53
2394,144225.86
2395,213954.5
2396,142862.67
2397,216249.56
2398,126119.76
2399,58268.195
2400,59362.4
2401,110959.336
2402,136947.1
2403,142151.06
2404,147676.23
2405,161940.02
2406,140781.44
2407,129207.56
2408,149891.84
2409,121575.93
2410,164014.34
2411,112332.74
2412,154612.36
2413,129733.69
2414,143610.7
2415,126315.12
2416,125769.27
2417,132767.95
2418,127660.11
2419,134723.8
2420,121085.77
2421,143564.69
2422,107508.016
2423,122215.414
2424,148513.34
2425,201367.64
2426,138594.17
2427,136594.8
2428,170358.75
2429,114372.8
2430,134321.2
2431,110185.96
2432,145094.17
2433,142159.2
2434,134036.62
2435,151121.52
2436,105327.51
2437,110456.984
2438,126551.33
2439,106622.15
2440,117554.45
2441,91193.484
2442,94253.195
2443,124804.33
2444,134203.16
2445,89277.34
2446,139974.56
2447,180692.94
2448,125204.65
2449,108761.086
2450,145226.11
2451,127846.15
2452,192320.83
2453,91588.39
2454,118507.76
2455,117395.81
2456,135276.62
2457,134086.1
2458,122276.04
2459,114600.77
2460,127372.26
2461,123414.55
2462,136997.12
2463,122973.38
2464,183171.23
2465,137441.55
2466,111750.93
2467,129326.53
2468,78515.7
2469,78064.06
2470,177985.72
2471,196278.69
2472,165009.03
2473,114078.234
2474,80493.734
2475,219488.55
2476,123239.54
2477,128422.32
2478,150444.22
2479,106070.52
2480,145408.77
2481,126042.08
2482,131485.72
2483,111930.12
2484,124515.79
2485,128987.305
2486,148795.31
2487,175498.05
2488,165067.11
2489,142590.7
2490,148467.31
2491,88227.2
2492,183300.38
2493,156047.47
2494,146548.67
2495,83870.56
2496,244857.05
2497,154761.5
2498,107868.6
2499,86351.234
2500,126416.47
2501,142333.38
2502,150989.12
2503,95945.055
2504,179862.53
2505,228002.06
2506,254083.75
2507,313920.28
2508,256577.92
2509,213172.61
2510,207926.47
2511,172730.56
2512,210235.84
2513,211986.42
2514,234968.12
2515,152127.78
2516,173140.08
2517,143992.36
2518,154585.08
2519,229936.1
2520,211812.03
2521,183842.03
2522,219019.95
2523,118213.37
2524,138472.36
2525,144048.27
2526,135934.62
2527,113226.2
2528,131973.4
2529,126053.02
2530,117401.19
2531,256861.69
2532,222337.73
2533,195406.66
2534,220360.42
2535,318548.62
2536,240492.33
2537,237672.14
2538,185498.05
2539,188792.81
2540,179999.97
2541,181277.19
2542,168373.84
2543,124483.375
2544,122431.7
2545,137556.02
2546,134275.36
2547,135967.05
2548,147786.12
2549,161969.98
2550,586492.4
2551,142135.47
2552,133263.7
2553,78164.555
2554,99287.305
2555,116027.66
2556,104835.75
2557,112867.734
2558,161045.98
2559,134793.83
2560,147806.98
2561,126546.26
2562,130339.49
2563,138466.55
2564,201305.81
2565,134654.69
2566,155330.48
2567,132280.61
2568,187447.64
2569,209570.05
2570,114774.13
2571,182782.45
2572,142638.98
2573,213456.81
2574,274378.72
2575,137372.61
2576,118000.484
2577,146736.77
2578,83419.77
2579,65657.74
2580,114296.8
2581,117383.73
2582,114602.195
2583,286070.84
2584,174006.97
2585,183657.34
2586,226179.19
2587,197451.72
2588,139084.48
2589,156312.89
2590,212971.64
2591,209084.55
2592,213756.27
2593,249976.16
2594,184697.86
2595,211819.9
2596,311419.12
2597,190256.48
2598,281727.56
2599,322580.34
2600,136578.25
2601,147579.8
2602,83471.02
2603,95346.68
2604,91811.4
2605,79042.22
2606,151038.95
2607,204066.25
2608,203874.45
2609,167524.78
2610,110807.06
2611,116350.77
2612,153944.38
2613,135042.16
2614,134742.55
2615,158872.17
2616,143854.42
2617,182452.77
2618,194747.52
2619,190881.14
2620,191507.47
2621,183054.23
2622,186571.6
2623,249653.34
2624,320048.62
2625,300971.1
2626,180056.8
2627,159585.89
2628,447589.0
2629,470185.84
2630,361378.44
2631,477572.9
2632,409459.22
2633,301455.12
2634,411636.12
2635,163556.98
2636,179897.52
2637,181719.27
2638,249804.58
2639,181181.27
2640,157515.3
2641,104644.766
2642,200152.83
2643,100017.945
2644,127042.28
2645,107261.31
2646,93307.14
2647,103837.14
2648,145479.92
2649,155005.08
2650,138182.67
2651,141397.42
2652,430392.84
2653,243715.95
2654,240269.5
2655,414422.94
2656,324826.5
2657,354288.34
2658,311541.5
2659,314201.8
2660,363127.2
2661,348294.7
2662,373509.3
2663,266989.78
2664,265632.03
2665,331241.7
2666,286917.56
2667,163861.75
2668,177402.77
2669,178237.78
2670,277453.7
2671,184747.36
2672,202456.36
2673,210749.14
2674,199089.97
2675,167484.2
2676,189158.67
2677,199143.14
2678,250708.39
2679,266216.84
2680,278802.2
2681,411501.1
2682,331783.56
2683,500148.6
2684,323355.3
2685,323062.47
2686,266580.66
2687,329548.1
2688,201005.78
2689,199636.2
2690,452025.8
2691,185441.27
2692,133930.05
2693,191817.28
2694,132024.39
2695,197484.11
2696,189608.39
2697,195556.55
2698,193639.84
2699,174048.12
2700,159369.02
2701,152178.86
2702,107780.48
2703,118868.49
2704,137407.6
2705,115526.375
2706,115603.52
2707,127803.36
2708,131704.47
2709,106120.41
2710,129686.93
2711,278484.9
2712,397219.66
2713,162190.25
2714,149589.11
2715,177041.75
2716,133848.2
2717,183967.97
2718,226511.83
2719,158772.97
2720,169531.2
2721,133892.5
2722,156494.42
2723,134992.6
2724,128394.89
2725,133704.3
2726,147878.61
2727,182342.31
2728,177033.47
2729,147676.23
2730,151229.06
2731,136228.58
2732,128967.13
2733,158507.61
2734,137258.69
2735,140989.83
2736,141622.8
2737,125527.22
2738,130377.41
2739,164295.5
2740,138316.48
2741,145392.27
2742,147750.34
2743,155707.8
2744,160142.52
2745,141952.19
2746,136722.12
2747,145949.48
2748,129742.34
2749,129130.08
2750,135703.17
2751,138397.11
2752,195763.48
2753,152121.11
2754,224044.17
2755,132362.39
2756,92339.84
2757,65503.695
2758,85040.85
2759,154135.06
2760,124946.76
2761,150913.25
2762,148824.83
2763,186008.6
2764,142808.72
2765,296012.62
2766,141239.73
2767,84688.625
2768,132491.45
2769,132838.5
2770,140145.53
2771,112543.34
2772,114292.11
2773,170579.2
2774,141653.19
2775,116588.03
2776,138449.25
2777,152156.95
2778,94125.375
2779,128293.79
2780,98569.99
2781,93209.84
2782,87521.24
2783,96197.84
2784,123201.58
2785,139972.16
2786,69462.695
2787,130441.586
2788,73115.83
2789,179352.27
2790,93072.78
2791,113263.46
2792,62399.016
2793,165645.86
2794,97749.01
2795,128447.67
2796,97624.08
2797,197607.7
2798,104524.875
2799,116938.125
2800,62799.844
2801,106224.09
2802,128602.61
2803,164623.94
2804,131802.22
2805,103405.484
2806,84185.66
2807,161141.08
2808,147972.44
2809,140634.89
2810,134449.62
2811,152884.38
2812,160260.92
2813,160307.55
2814,158326.16
2815,102197.836
2816,235178.42
2817,151864.11
2818,136422.17
2819,151822.84
2820,143605.08
2821,108284.59
2822,198035.58
2823,329986.47
2824,194073.38
2825,149293.94
2826,135208.14
2827,141516.67
2828,209929.11
2829,200393.67
2830,222127.08
2831,177984.7
2832,260123.58
2833,303506.7
2834,216186.06
2835,205992.62
2836,195603.73
2837,143887.62
2838,149078.97
2839,174141.94
2840,202375.67
2841,202815.62
2842,227885.98
2843,150823.47
2844,170091.05
2845,122440.805
2846,209140.98
2847,204077.34
2848,220555.11
2849,207267.98
2850,278739.97
2851,228038.6
2852,233645.52
2853,237709.08
2854,140834.88
2855,196031.02
2856,206537.7
2857,190274.81
2858,196581.42
2859,120464.266
2860,130772.03
2861,125120.734
2862,198873.62
2863,125244.06
2864,236476.56
2865,139774.88
2866,137539.62
2867,96805.34
2868,97988.23
2869,117596.836
2870,121927.4
2871,81567.414
2872,53642.406
2873,97634.13
2874,155176.8
2875,116467.67
2876,164598.5
2877,144910.53
2878,162311.56
2879,143481.33
2880,105275.88
2881,142508.6
2882,172431.34
2883,193928.89
2884,189227.95
2885,191420.19
2886,228688.9
2887,89841.14
2888,137865.17
2889,54432.996
2890,77751.12
2891,133627.17
2892,52924.035
2893,83611.164
2894,57129.78
2895,321722.56
2896,289475.8
2897,209877.27
2898,148976.78
2899,211531.23
2900,159494.3
2901,203262.72
2902,202281.52
2903,346446.8
2904,354100.88
2905,93751.26
2906,207634.39
2907,109902.29
2908,138397.64
2909,150551.0
2910,81247.71
2911,80912.66
2912,149398.48
2913,82743.59
2914,76266.52
2915,84846.18
2916,82423.52
2917,166747.73
2918,119032.305
2919,209049.27
